iter	Logloss
0	0.6734162642
1	0.6523164714
2	0.635147778
3	0.6192300015
4	0.6018734453
5	0.584828391
6	0.5673221822
7	0.5501697344
8	0.5360579103
9	0.52122161
10	0.5046061805
11	0.4893033611
12	0.4763356679
13	0.4654824429
14	0.4552316745
15	0.4414864156
16	0.4299682314
17	0.4194148682
18	0.4086349766
19	0.3982163361
20	0.3881470536
21	0.3796224768
22	0.3700708291
23	0.361161164
24	0.3537997978
25	0.3453303095
26	0.3380108481
27	0.3305715684
28	0.3248906934
29	0.3186134098
30	0.3133660565
31	0.3076307509
32	0.3011402744
33	0.2957406115
34	0.289994273
35	0.2855055573
36	0.2806443298
37	0.2759654233
38	0.2710926568
39	0.2665097061
40	0.2622320577
41	0.2583640179
42	0.2540012695
43	0.2493865359
44	0.2453036332
45	0.2412138729
46	0.2375499162
47	0.2335733948
48	0.2302073009
49	0.2258371888
50	0.222531548
51	0.2190024659
52	0.2155686817
53	0.2119379755
54	0.20819026
55	0.2047847159
56	0.2012870371
57	0.1984130708
58	0.1956974744
59	0.1933176854
60	0.1896932422
61	0.1869497979
62	0.1842121232
63	0.1819046552
64	0.1787050415
65	0.1765204536
66	0.1739391371
67	0.1720536265
68	0.1695358251
69	0.1677298728
70	0.1657086526
71	0.1640201777
72	0.1624446002
73	0.160760326
74	0.1589270951
75	0.1571678048
76	0.1554883258
77	0.1540535062
78	0.1525432783
79	0.1508615219
80	0.149001645
81	0.1479609349
82	0.146468142
83	0.1452113669
84	0.1439595389
85	0.1427004231
86	0.1411925359
87	0.1400768223
88	0.1385943917
89	0.1375162052
90	0.136244108
91	0.1349851947
92	0.1338141269
93	0.1326148316
94	0.1313065992
95	0.1302911053
96	0.1293890022
97	0.1280431162
98	0.1269160029
99	0.1256462844
100	0.1243347623
101	0.1231957431
102	0.1220436539
103	0.1210370167
104	0.1199824142
105	0.1190502363
106	0.1180135243
107	0.1171688757
108	0.1161563551
109	0.1152475714
110	0.1144669693
111	0.1136389206
112	0.1125241306
113	0.1116655264
114	0.1109088246
115	0.1100003826
116	0.1093317035
117	0.1085683971
118	0.1078057993
119	0.107161185
120	0.1064230822
121	0.1055695516
122	0.1048557667
123	0.104083009
124	0.10320678
125	0.1024341488
126	0.101794798
127	0.1013437654
128	0.1008010852
129	0.09997989408
130	0.09937760209
131	0.09859331805
132	0.09815348915
133	0.09760409683
134	0.09685404384
135	0.09625228958
136	0.09559969167
137	0.09498220415
138	0.09446278536
139	0.09375072119
140	0.09329887884
141	0.09270400748
142	0.09220341545
143	0.09173052584
144	0.09133071014
145	0.09066642141
146	0.0902752726
147	0.08975057776
148	0.08929523069
149	0.08882322043
150	0.08833021351
151	0.08797587684
152	0.08747701819
153	0.08694073375
154	0.0862529179
155	0.0858543358
156	0.08537322214
157	0.08487281989
158	0.08441544212
159	0.08380683659
160	0.08314324374
161	0.08266753265
162	0.08243730333
163	0.08191592341
164	0.08144393845
165	0.08101972893
166	0.08057459868
167	0.08006706048
168	0.0797032535
169	0.07938642486
170	0.07888285319
171	0.07849518379
172	0.07812586669
173	0.07759425098
174	0.07722077125
175	0.07695860096
176	0.07656649057
177	0.07605377754
178	0.07559822804
179	0.07516048045
180	0.07476046232
181	0.07445801945
182	0.07422091356
183	0.07386496371
184	0.07347013938
185	0.07302020122
186	0.07283154135
187	0.07247153009
188	0.07217190871
189	0.07193963603
190	0.07149889615
191	0.07118161203
192	0.07098855545
193	0.0707145362
194	0.07029927192
195	0.06991580944
196	0.06948722852
197	0.06922485579
198	0.06884228531
199	0.06844371587
200	0.06809974784
201	0.06773439094
202	0.06727908183
203	0.06698553361
204	0.06672152239
205	0.06632140304
206	0.06591133889
207	0.06560073524
208	0.06540934245
209	0.06508461872
210	0.06487525953
211	0.06455743135
212	0.06435431612
213	0.06397914096
214	0.06372597285
215	0.06343839022
216	0.06312705272
