iter	Logloss
0	0.6618169528
1	0.6355480593
2	0.6084510917
3	0.584756743
4	0.5599503247
5	0.5396916176
6	0.52024691
7	0.4984138603
8	0.4811266999
9	0.4634209021
10	0.4449130386
11	0.430331011
12	0.4141718622
13	0.398331645
14	0.3855199102
15	0.3718702174
16	0.3595581966
17	0.3466651347
18	0.3352551133
19	0.3252660951
20	0.3150642737
21	0.3039333287
22	0.2946423431
23	0.2861258891
24	0.2766530051
25	0.2686448738
26	0.2615331849
27	0.2541380697
28	0.2465856296
29	0.2404885363
30	0.2343768219
31	0.2268886509
32	0.2210286155
33	0.2150168803
34	0.2085999902
35	0.2024803959
36	0.1979074279
37	0.1913332583
38	0.186847664
39	0.1821714259
40	0.1778186741
41	0.1734455621
42	0.1708910586
43	0.1671390363
44	0.1636149392
45	0.1600568401
46	0.157233372
47	0.1529529856
48	0.1491541393
49	0.1454168519
50	0.1413914011
51	0.1387636327
52	0.1364826259
53	0.1339635479
54	0.1316093331
55	0.1297078261
56	0.12660609
57	0.1239628351
58	0.1225563733
59	0.1201732351
60	0.1181388286
61	0.1159554211
62	0.1137755551
63	0.1123043914
64	0.1095846717
65	0.1081413497
66	0.1060773821
67	0.1045738448
68	0.1026939734
69	0.1009642871
70	0.09881195524
71	0.0969845786
72	0.09567030722
73	0.09430967302
74	0.0928657304
75	0.09168561679
76	0.09050393745
77	0.08948008979
78	0.0883459689
79	0.08716161927
80	0.08600162108
81	0.08512455385
82	0.08404372486
83	0.08316843972
84	0.08206493321
85	0.08092099659
86	0.07991523173
87	0.07901174061
88	0.07805755387
89	0.07720848767
90	0.07644328786
91	0.0756789364
92	0.07461509135
93	0.07370191546
94	0.07272205068
95	0.07173656634
96	0.07077233044
97	0.0700306565
98	0.06911377978
99	0.06835722852
100	0.06747154122
101	0.06659176955
102	0.06599864675
103	0.06530983768
104	0.06482588355
105	0.06415234466
106	0.06336177997
107	0.06286983205
108	0.06221871447
109	0.06161021332
110	0.06113637099
111	0.06063658302
112	0.06018394356
113	0.05951697506
114	0.05864987729
115	0.0581705862
116	0.05761300272
117	0.05702403054
118	0.05647248795
119	0.05583068506
120	0.05531070197
121	0.0549509874
122	0.05466928055
123	0.05397557501
124	0.05357479836
125	0.05277315396
126	0.05232177279
127	0.05199379992
128	0.05158793891
129	0.05105871514
130	0.0506448091
131	0.04999571274
132	0.04950395271
133	0.04899126878
134	0.048700902
135	0.04843792702
136	0.04802066746
137	0.04767811619
138	0.04726237681
139	0.04683158077
140	0.04635718901
141	0.0458232595
142	0.0456105702
143	0.04515877909
144	0.04461323752
145	0.04427276725
146	0.04382455456
147	0.04343184286
148	0.04298535817
149	0.0424817555
150	0.04211848814
151	0.04179788561
152	0.0413433929
153	0.04102335973
154	0.0406990706
155	0.04030528567
156	0.04010952622
157	0.03978256396
158	0.03936523608
159	0.03912017595
160	0.03884467225
161	0.03855068435
162	0.03828479141
163	0.03804432029
164	0.03769342793
165	0.03739925498
166	0.03694113546
167	0.03680312883
168	0.03641785864
169	0.03616957593
170	0.03594534575
171	0.03570787515
172	0.03544685592
173	0.03522551238
174	0.03485911355
175	0.03450943107
176	0.03426942114
177	0.03403308356
178	0.03381226383
179	0.03364291974
180	0.03346740096
181	0.03323600826
182	0.03295814173
183	0.03274129611
184	0.03260709563
185	0.03241865813
186	0.03221164817
187	0.03198870759
188	0.03170714877
189	0.03144497373
190	0.03111723715
191	0.03096720567
192	0.03076059712
193	0.03051419899
194	0.03032806738
195	0.03013855094
196	0.0299392871
197	0.02981807652
198	0.029613734
199	0.02952094007
200	0.02921813282
201	0.02908140439
202	0.02887015272
203	0.02860293033
204	0.02848536363
205	0.02828003044
206	0.02815031934
207	0.02799682333
208	0.02775199662
209	0.02760000087
210	0.02738685893
211	0.02723026276
212	0.02699624816
213	0.02681222603
214	0.02664382707
215	0.02655892443
216	0.02636044346
217	0.02617614234
218	0.02611383467
219	0.0259813508
220	0.02583379034
221	0.02561737744
222	0.02550230453
223	0.02533056345
224	0.0251185346
225	0.02504828724
226	0.02486413984
227	0.02476843649
228	0.02469188918
229	0.02456642834
230	0.02443536502
231	0.02425862213
232	0.02412914162
233	0.02398294477
234	0.02385976991
235	0.02366212162
236	0.0235129029
237	0.02342355785
238	0.02333872496
239	0.0233055314
240	0.02324913936
241	0.02303584369
242	0.02296184711
243	0.02278600807
244	0.02263095059
245	0.02251633459
246	0.02242706925
247	0.02229163326
248	0.02218152089
249	0.02205545938
250	0.02196027841
251	0.02183575417
252	0.02176599076
253	0.02159774553
254	0.02146123772
255	0.02127469191
256	0.02113399933
257	0.02099865586
258	0.02087267975
259	0.02074609728
260	0.0206335993
261	0.02054255756
262	0.0204217925
263	0.020350405
264	0.02028755643
265	0.02010571352
266	0.02001158302
267	0.01989424122
268	0.01971977148
269	0.01962397988
270	0.01952861672
271	0.01941716208
272	0.01926990338
273	0.01918126861
274	0.01910404376
275	0.01895930874
276	0.01883880416
277	0.01874113652
278	0.01862539889
279	0.01853215944
280	0.01846041893
281	0.01839014879
282	0.01831882391
283	0.01819922319
284	0.0181230175
285	0.01803521825
286	0.01790295786
287	0.01783871437
288	0.01771605193
289	0.01761519019
290	0.01752974097
291	0.01744104072
292	0.01729582032
293	0.01717684589
294	0.01704179707
295	0.01692149461
296	0.01682785091
297	0.01674145371
298	0.01661662486
299	0.0165357362
300	0.01644324829
301	0.01639425932
302	0.01626855082
303	0.01615501518
304	0.01606099143
305	0.01598638705
306	0.01593654832
307	0.01587143941
308	0.01577937567
309	0.01570173804
310	0.01567426938
311	0.01558989197
312	0.01551813723
313	0.01546137226
314	0.01538115829
315	0.01530559739
316	0.0152294956
317	0.01515804832
318	0.01505622437
319	0.01496218496
320	0.01485192028
321	0.01478220812
322	0.01472146333
323	0.01462131045
324	0.01456289434
325	0.01449750217
326	0.01441774226
327	0.01435461187
328	0.01431565783
329	0.01426364272
330	0.01417539796
331	0.01411138221
332	0.01403328625
333	0.0139196766
334	0.01383822569
335	0.01379043665
336	0.01376965082
337	0.01369613249
338	0.01367512319
339	0.01362562037
340	0.01356245155
341	0.0134865348
342	0.01341554442
343	0.01334663647
344	0.01329422282
345	0.01324160562
346	0.01316981244
347	0.01309178907
348	0.01301167474
349	0.01290387396
350	0.01283090791
351	0.01278301638
352	0.01274711979
353	0.0126856021
354	0.01262479469
355	0.01257353541
356	0.01249697386
357	0.01244005516
358	0.01240355648
359	0.01238330158
360	0.01234451265
361	0.01229137307
362	0.01221974216
363	0.01218416726
364	0.01211700439
365	0.0120501931
366	0.01199694534
367	0.01194666535
368	0.01189411932
369	0.01185885614
370	0.01179543324
371	0.01175375269
372	0.01171523849
373	0.01166400696
374	0.01160993861
375	0.01154228395
376	0.0114737411
377	0.0114111516
378	0.01138201827
379	0.01133494662
380	0.01128315285
381	0.01122772587
382	0.01119249116
383	0.0111216538
384	0.01106694705
385	0.01099042608
386	0.01094471234
387	0.01091413783
388	0.01086470333
389	0.01079708783
390	0.01074511258
391	0.01070525184
392	0.01065416194
393	0.01061200882
394	0.01056506598
395	0.01050911377
396	0.01048166787
397	0.01043663167
398	0.01039186876
399	0.0103654954
400	0.01033188122
401	0.01027254916
402	0.01021415298
403	0.01018879876
404	0.0101681083
405	0.01010205425
406	0.01008468172
407	0.01004670841
408	0.00999145152
409	0.0099569036
410	0.00991567142
411	0.009874423582
412	0.009840296276
413	0.009806514142
414	0.009792406168
415	0.009782463757
416	0.009745402834
417	0.009707657259
418	0.009655593047
419	0.009629606845
420	0.009579212986
421	0.009532331353
422	0.009496221969
423	0.009456670818
424	0.009427533221
425	0.009385190081
426	0.009331918119
427	0.009289698103
428	0.0092566419
429	0.009231618625
430	0.009205944858
431	0.009154497687
432	0.009136506693
433	0.009106825359
434	0.009061704465
435	0.0090067166
436	0.008964970574
437	0.008949494718
438	0.008926071338
439	0.008907498886
440	0.008878262363
441	0.008860688423
442	0.008802399706
443	0.008778821177
444	0.008745072493
445	0.008692841743
446	0.008672715657
447	0.008638569846
448	0.008607828083
449	0.008586440869
450	0.008541845919
451	0.008494123772
452	0.00845498754
453	0.008430949254
454	0.008411551945
455	0.008372970126
456	0.008339514661
457	0.008310226896
458	0.008281033786
459	0.008249108471
460	0.008223796958
461	0.008200950053
462	0.008174486303
463	0.008142341073
464	0.008119163229
465	0.008091482476
466	0.008060382017
467	0.008035975072
468	0.00799579478
469	0.007976791752
470	0.007962841774
471	0.007933124144
472	0.00791226145
473	0.00787997744
474	0.00784902288
475	0.007819417697
476	0.007792105604
477	0.00774299707
478	0.007724258081
479	0.007701250333
480	0.007669349215
481	0.007651834346
482	0.007608485578
483	0.007584312781
484	0.007561746996
485	0.007543615085
486	0.007526261059
487	0.007478087696
488	0.00745499312
489	0.007421929801
490	0.007383278946
491	0.007360671172
492	0.007317472572
493	0.007300932728
494	0.007287656015
495	0.007273239876
496	0.007258050833
497	0.007227437888
498	0.007209954333
499	0.007194857811
500	0.0071569884
501	0.007140495528
502	0.007116605986
503	0.007090631172
504	0.007072189673
505	0.007061346253
506	0.007041797353
507	0.007022600032
508	0.007005270915
509	0.006989121793
510	0.006965136884
511	0.006930300727
512	0.006907903614
513	0.006876571143
514	0.006858275542
515	0.006830534294
516	0.00681208639
517	0.006777426734
518	0.006745792503
519	0.006716293363
520	0.006675783556
521	0.006658218156
522	0.006644984146
523	0.006630496125
524	0.006592260902
525	0.006585401564
526	0.006568878088
527	0.006536087349
528	0.006513386342
529	0.006494376908
530	0.006483348448
531	0.006463567534
532	0.006445029244
533	0.006427863107
534	0.006396094365
535	0.006378823608
536	0.006355456452
537	0.006328789156
538	0.00631165718
539	0.006296996216
540	0.006273426938
541	0.006249190089
542	0.006238005055
543	0.006221321448
544	0.006200521384
545	0.006188315064
546	0.006178007553
547	0.006165203408
548	0.006154332232
549	0.006134270198
550	0.006111899419
551	0.006093070756
552	0.006060161875
553	0.006040867763
554	0.006029235071
555	0.006007403046
556	0.005994325609
557	0.005983013893
558	0.005959027561
559	0.005926248565
560	0.005902365428
561	0.005883438907
562	0.005871076015
563	0.005840254898
564	0.005816756789
565	0.00580016855
566	0.005774955251
567	0.005760979297
568	0.005746282037
569	0.005721632402
570	0.005706036269
571	0.005682402582
572	0.005667638067
573	0.005657557587
574	0.005644946312
575	0.005613805287
576	0.005600903995
577	0.005583128289
578	0.005572562431
579	0.005552928127
580	0.005537718446
581	0.005525015005
582	0.00551398014
583	0.005502298697
584	0.00548299035
585	0.005464805418
586	0.005444239858
587	0.005423273257
588	0.00541095876
589	0.005390665069
590	0.005380432641
591	0.005368024911
592	0.005363117403
593	0.005338415459
594	0.005322457072
595	0.005308490013
596	0.005299337942
597	0.005290399736
598	0.005272517987
599	0.00525996258
600	0.00524685881
601	0.005236727444
602	0.0052254353
603	0.005205483223
604	0.005198032465
605	0.005183869689
606	0.005168170004
607	0.005151104927
608	0.005138942377
609	0.005119584923
610	0.005107661503
611	0.00509639498
612	0.005085586434
613	0.005065251108
614	0.00505158581
615	0.005036058355
616	0.005012453848
617	0.005002070185
618	0.004991362344
619	0.004972331915
620	0.004957339657
621	0.004937876516
622	0.00491887847
623	0.004900066176
624	0.004887239969
625	0.00487119511
626	0.004861235263
627	0.004846575723
628	0.00482991916
629	0.004807105705
630	0.004798305568
631	0.004776772456
632	0.004769206403
633	0.004759761469
634	0.004746864091
635	0.004731307813
636	0.004720289316
637	0.004704700299
638	0.004694582099
639	0.004682377203
640	0.004661934767
